recipe_id,titulo,raciones,tiempo_minutos,instrucciones,ingredientes,recomendaciones
16399230,Paella Valenciana,10,105,"['Equilibrar la paella para asegurar una cocción uniforme.', 'Asegurarse de utilizar una paellera de al menos 70cm de diámetro para 10 raciones.', 'Salpimentar el pollo y el conejo, freír lentamente durante aproximadamente 30 minutos hasta que estén bien dorados y jugosos.', 'En una paellera a fuego medio-bajo, sofreír por separado el pollo y el conejo. Reservar una vez dorados.', 'Sofreír todas las verduras junto con las alcachofas peladas durante unos 10 minutos.', 'En el centro de la paella a fuego lento, agregar el pimentón dulce y rápidamente el tomate triturado. Remover durante 1 minuto.', 'Mezclar la carne, las verduras y el sofrito de tomate. Remover durante 2 minutos, luego aumentar el fuego.', 'Incorporar 3 vasos de agua al sofrito, dejar reducir durante 4 minutos.', 'Añadir agua hasta cubrir la mitad de un muslo de pollo. Cocinar durante aproximadamente 15 minutos hasta que empiece a hervir.', 'Probar y ajustar el punto de sal, agregar azafrán para dar color. Cuando el agua esté a la mitad del muslo de pollo, incorporar el arroz (1kg).', 'Cocinar durante 17 minutos, controlando que el arroz se vea un poco en la superficie a los 8 minutos de cocción.', 'Retirar del fuego y dejar reposar durante 10 minutos antes de servir.']","['200 ml de aceite', 'Sal', '1 kg de arroz', '1/2 conejo', '1 pollo troceado', 'Pimentón dulce', '5 tomates rallados o 5 cucharadas soperas de tomate frito', '3 alcachofas', '200g de garrofón', '1/2 kg de judías verdes', 'Agua']"
15416409,"Paella Valenciana de Carne, Albóndigas y Verduras Variadas",6,120,"['Preparar las albóndigas haciendo bolitas pequeñas y reservar.', 'Cortar todas las verduras en trozos pequeños.', 'Dorar las albóndigas en la paella con un poco de aceite y reservar.', 'Sofreír la carne salada en la paella.', 'Agregar las verduras en el orden indicado, removiendo entre cada adición.', 'Añadir el agua, las judías de garrofón y el preparado para paella.', 'Dejar cocer tapado durante 25-30 minutos.', 'Incorporar el arroz, las albóndigas, el pimiento rojo y el romero.', 'Cocinar el arroz a fuego medio-alto durante 5 minutos, luego a fuego bajo y tapado durante 8 minutos.', 'Dejar reposar durante 3 minutos tapado con papel de periódico.', 'Servir y disfrutar de la paella valenciana.']","['Judía verde', 'Judías de Garrofón', 'Judías Tavella', '1 pimiento verde italiano', '1/2 pimiento rojo', '2 tomates maduros pera', 'Cerdo (cabeza de lomo o costillas carnosas)', 'Conejo', 'Pollo de corral', '2 dientes de ajo', '1 cucharadita de pimentón dulce de La Vera', '1 cucharadita de preparado para paella', '500g de carne picada de cerdo', '1 huevo', 'Pan rallado', 'Perejil', 'Piñones', 'Nuez moscada', 'Canela', 'Sal marina integral con hierbas de Provenza', 'Aceite de oliva virgen extra', '50g de arroz bomba o redondo por persona', '1,5 litros aproximadamente de agua o caldo de ave']"
14765729,Paella Valenciana,5,120,"['Calentar el aceite en la paellera y añadir una pizca de sal.', 'Sofreír a fuego medio el pollo, la costilla y el conejo hasta que estén dorados.', 'Colocar la carne por los bordes de la paella y añadir las judías verdes y el tomate.', 'Incorporar el ajo, el azafrán, el bajocon y el pimentón. Remover bien.', 'Añadir agua hasta los tornillos de la paella y dejar hervir unos 10 minutos.', 'Incorporar el arroz de forma pareja por la paella y cocinar hasta que reduzca el agua.', 'Rectificar la sal, bajar a fuego medio y dejar cocinar hasta lograr el punto meloso deseado.', 'Cuando esté listo, retirar del fuego y dejar reposar unos minutos antes de servir.']","['1/2 pollo', '1/4 conejo', '3 tiras de costilla cortadas', 'Aceite de oliva virgen extra', '375 g de judía verde perona fresca', '300 g de bajocon fresco', '3 dientes de ajo picados', '1 lata de tomate triturado de 500 g o 1/2 kg de tomate rallado', '2 cucharaditas de pimentón dulce', '1 sobre de azafrán en hebra', 'Agua', 'Sal', '1/2 kg de arroz D.O. Albufera']"
14188140,Paella Valenciana,4,60,"['Calentar el aceite de oliva virgen y sal al fuego hasta que alcance una buena temperatura.', 'Sofreír el pimiento rojo y reservar.', 'Dorar la carne, las costillas y las alitas de pollo. Reservar en los bordes de la paella para mantener la temperatura y sofreír el resto de las verduras.', 'Agregar el tomate triturado y mezclar bien. Añadir el arroz y sofreír durante unos minutos para que el grano coja el sabor del sofrito, incorporando el azafrán.', 'Verter agua en proporción 3/4 con el arroz, llevar a ebullición y reducir a fuego medio.', 'Corregir la sal a mitad de cocción. Importante: ajustar la sal al principio de la ebullición según las burbujas.', 'Añadir el pimiento rojo reservado cuando falten 5 minutos para finalizar la cocción.', 'Es crucial no volver a tocar ni remover el arroz una vez corregido y en ebullición. Dejar secar completamente.', 'Dejar reposar la paella cubierta con papel de periódico durante 10 minutos antes de servir.']","['250 gr de arroz', '4 alitas de pollo', '200 gr de costilla de cerdo', '150 gr de judía verde, Garrofón y alubias', '1/2 pimiento rojo', '100 gr de tomate triturado', 'Agua', 'Sal', 'Aceite de oliva virgen extra', 'Azafrán']"
22582705,Paella de Mariscos,4,30,"['En una paellera, sellar el calamar y las patas cortadas, junto con los gambones, durante unos segundos. Reservar.', 'Pochear la cebolla y los ajos picados, agregar los pimientos picados y seguir pochando.', 'Incorporar la salsa de tomate y reducir.', 'Agregar el arroz en forma de cruz, mezclar y tostar. Disolver el azafrán en el caldo caliente y verter sobre el arroz. Cocinar según las indicaciones del paquete, generalmente alrededor de 15 o 16 minutos.', 'A los 10 minutos restantes, añadir los moluscos a la paellera. A los 5 minutos finales, incluir el calamar, los gambones y las gambas.', 'Al finalizar la cocción, dejar reposar durante 5 minutos. Opcionalmente, se puede preparar una picada de ajo y perejil para añadir. Servir acompañado de limón, rábanos y pimiento verde.']","['400 gr de arroz bomba', '20 mejillones', '500 gr de gambas', '8 gambones', '500 gr de calamar', '1 cebolla', '1 pimiento rojo', '1 pimiento verde', '2 dientes de ajo', '1 cucharada de azafrán', '500 gr de almejas', '1 cucharada de salsa de tomate', '800 gr de fumet']"
17165727,Paella de Marisco,4,30,"['En una paellera, calentar aceite y sofreír la cebolla y el pimiento. Agregar el marisco una vez sofrito.', 'Una vez que el marisco esté cocido, añadir el caldo de pescado y el arroz.', 'Llevar a ebullición a fuego alto. Reducir el fuego a medio y cocinar durante 25 minutos.', 'Retirar del fuego, tapar y dejar reposar durante 5 minutos.', 'Emplatar y servir.']","['Aceite de Oliva', 'Cebolla', 'Pimiento', '1.5L de caldo de pescado', '300 g de Arroz', 'Bandeja de preparado para paella']"
17137332,Paella de Marisco al Estilo Canario,6,60,"['Pelar y preparar los langostinos, reservando las cabezas y las cáscaras.', 'En un caldero, dorar las cabezas y cáscaras de los langostinos con un poco de aceite hasta que tomen color. Machacar las cabezas para extraer sus jugos.', 'Añadir agua con sal a las cabezas doradas y hervir unos minutos para obtener un fumet de langostino. Reservar.', 'En el mismo caldero, sofreír la cebolla, el ajo, la ñora, los tomates y una pizca de sal hasta que estén transparentes.', 'Incorporar los calamares cortados y cocinar durante 15 minutos.', 'Agregar pimentón, colorante, pimienta negra y el arroz. Saltear junto con los calamares.', 'Colar el fumet de langostino y añadir al arroz en proporción de una taza de arroz por cada dos y media o tres cuartos de fumet.', 'Cocinar el arroz durante aproximadamente 15 minutos y luego añadir los langostinos.', 'Incorporar las cigalas, almejas y los mejillones, colocándolos decorativamente sobre el arroz. Cortar los pimientos en tiras y colocar sobre el arroz.', 'Dejar cocinar unos minutos más hasta que el arroz esté en su punto. Retirar del fuego, dejar reposar y la paella de marisco estará lista para servir.']","['80 gramos de arroz vaporizado', 'Sal', 'Colorante', '300 gramos de langostinos', '300 gramos de cigalas', '6 mejillones vivos', '250 gramos de almejas', '700 gramos de calamar', '8 mejillones', '1 cebolla', '1 diente de ajo', '2 tomates', 'Pimienta negra', 'Fumet casero', 'Pimentón', '1 lata de pimientos morrones', '1 ñora', 'Limón para decorar']"
17083434,Paella de mariscos con gambones congelados,4,90,"['Quitar las barbas de los gambones y reservar. Cortar los calamares y los pimientos.', 'Triturar los ajos.', 'Calentar aceite en el caldero y saltear los gambones durante unos minutos por cada lado. Reservarlos.', 'En el mismo aceite, sofreír ligeramente los calamares. Después, apartarlos en el borde del recipiente y agregar los pimientos y la cebolla.', 'Retirar hacia los bordes y añadir el ajo.', 'Añadir rápidamente la cucharada de pimentón dulce y remover para evitar que se queme.', 'Incorporar el tomate triturado y cocinar unos minutos.', 'Agregar los cubos de pescado.', 'Incorporar el arroz y rehogarlo.', 'Añadir el caldo caliente y cocinar durante 5 minutos. Luego, aumentar la potencia y cocinar a fuego medio durante 8 minutos más una vez que hierva.', 'Agregar las gambitas, langostinos, almejas, mejillones y gambones.', 'Transcurridos los 8 minutos, aumentar el fuego durante 4 minutos adicionales. Posteriormente, añadir un chorrito de aceite por encima para formar el socarrat clásico. Dejar reposar tapado con papel de cocina durante aproximadamente 3 minutos.', '¡Listo para disfrutar de la paella!']","['12 gambones congelados', '700g preparado para paella (almejas, mejillones, gambitas, langostinos, pescado en cubos)', '300g calamares pequeños congelados', '6 tazas de caldo fumet', '6 tazas de arroz redondo o bomba', '5 cucharadas de tomate triturado', '1/4 de cebolla dulce picada en brunoise', '1 cucharada de pimentón dulce', '3 dientes de ajo pequeños', '3 tazas de aceite de oliva virgen extra', 'Sal marina integral al gusto']"
17082230,Paella de conejo y gambas langostineras,4,50,"['Salpimentar el conejo y dorarlo en la paella junto con las gambas; reservar.', 'En la misma paella, agregar los ajos fileteados y las verduras troceadas. Una vez que la cebolla esté transparente, incorporar el tomate troceado y sofreír bien. Añadir el vino rancio y dejar que se evapore el alcohol.', 'Añadir el arroz y sofreír hasta que esté ligeramente dorado.', 'Verter el caldo muy caliente, rectificar la sal y llevar al horno precalentado a 250°C durante 15 minutos, con el conejo y las gambas.', 'Dejar reposar durante aproximadamente 5 minutos antes de servir.']","['1/2 conejo troceado', '6 gambas langostineras', '1/2 cebolleta', '2 tomates de pera', '1 pimiento italiano pequeño', '1/4 de pimiento rojo', '1 vaso vino rancio', '350 g de arroz cristalino de Pals', '700 ml de caldo de pollo', 'Sal, pimienta y AOVE', '3 dientes de ajo']"
16377401,Paella de mar y montaña,4,40,"['Descongelar la bolsa de frutos del mar en la nevera la noche anterior.', 'Escurrir la bolsa de frutos del mar en un escurridor antes de comenzar la preparación.', 'Picar finamente la cebolla y cortar el pimiento rojo en cuadraditos.', 'En una paellera o sartén profunda, calentar aceite de oliva a fuego medio y sofreír la cebolla hasta que esté transparente.', 'Agregar el pimiento rojo picado a la paellera, remover y cocinar unos minutos.', 'Quitar la piel al chorizo, cortarlo en rodajas y añadirlo junto a los frutos del mar escurridos a la paellera. Freír durante unos minutos.', 'Incorporar el azafrán al sofrito, luego añadir el arroz. Cocinar el arroz durante 2 minutos revolviendo ocasionalmente. Salpimentar.', 'Aumentar el fuego, añadir 3 partes de agua por cada parte de arroz y las pastillas de caldo de pollo. Cuando hierva, reducir el fuego a medio-alto y cocinar durante 10 minutos.', 'Reducir el fuego sin dejar de hervir, añadir las judías verdes y guisantes. Mezclar, rectificar la sazón y cocinar durante 10 minutos más.', 'Retirar del fuego y dejar reposar la paella durante 10 minutos antes de servir.']","['300 gr. arroz', '1 bolsa surtido de frutos del mar congelado', '1/2 chorizo', '50 gr. judías verdes de bote', '50 gr. guisantes de bote', '1 cebolla', '1 pimiento rojo', '1 pastilla caldo de pollo', 'Azafrán', 'Aceite de oliva']"
